Search the first 100000000 integer powers of ^3 or more for Beal's triples.
Search begins for B^j = 0:0, log10(Bj) = 0
23.9861 log10 of highest power in the list
hardware concurrency: 16
trials, zeros, log10(A^i), log10(B^j), A, i, B, j, C, k, GCD(A B C)
25341329012260, 6720, 21.0224, 21.4157, 10173198, 3, 13758409, 3, 245917, 4, 12943
25344226547653, 6721, 21.2069, 21.4158, 11720800, 3, 13759200, 3, 254800, 4, 254800
25346073813122, 6722, 20.8503, 21.4158, 163149, 4, 19194, 5, 239925, 4, 9597
25363923316989, 6723, 19.0622, 21.4163, 2259810, 3, 225981, 4, 13784841, 3, 225981
25407535562472, 6724, 21.4174, 21.4174, 19208, 5, 19208, 5, 268912, 4, 19208
25417614734551, 6725, 20.1484, 21.4177, 5201703, 3, 226161, 4, 14021982, 3, 226161
25420048688463, 6726, 19.2091, 21.4177, 2529451, 3, 13779845, 3, 226518, 4, 37753
25431360304435, 6727, 20.6191, 21.418, 7464831, 3, 226207, 4, 14477248, 3, 226207
25431534460596, 6728, 20.0222, 21.418, 4721238, 3, 13782969, 3, 228447, 4, 76149
25444822883862, 6729, 18.9265, 21.4184, 2036268, 3, 226252, 4, 13801372, 3, 226252
25444826528057, 6730, 21.409, 21.4184, 13688246, 3, 226252, 4, 17308278, 3, 113126
25455330528992, 6731, 20.2248, 21.4186, 5515776, 3, 13789440, 3, 229824, 4, 229824
25478556673782, 6732, 19.7037, 21.4192, 3697295, 3, 226365, 4, 13883720, 3, 75455
25506102653950, 6733, 20.7619, 21.4199, 8329545, 3, 13803246, 3, 237987, 4, 237987
25509700023053, 6734, 18.7743, 21.42, 1811752, 3, 226469, 4, 13814609, 3, 226469
25513588374014, 6735, 20.937, 21.4201, 171494, 4, 13805267, 3, 15177219, 3, 85747
25515216481836, 6736, 19.6798, 21.4202, 83167, 4, 13805722, 3, 13888889, 3, 83167
25536950156194, 6737, 21.3696, 21.4207, 13280400, 3, 13811616, 3, 265608, 4, 265608
25560275354618, 6738, 18.6013, 21.4213, 1586466, 3, 226638, 4, 13824918, 3, 226638
25571388935649, 6739, 20.936, 21.4216, 9520350, 3, 226675, 4, 15187225, 3, 226675
25579877628666, 6740, 21.0165, 21.4218, 179523, 4, 13823271, 3, 15438978, 3, 179523
25582555879949, 6741, 20.2458, 21.4219, 115200, 4, 240, 9, 480, 8, 240
25597743780291, 6742, 21.357, 21.4223, 13152254, 3, 226763, 4, 17007225, 3, 226763
25598326200008, 6743, 18.4012, 21.4223, 1360590, 3, 226765, 4, 13832665, 3, 226765
25625638210206, 6744, 18.1642, 21.423, 1134280, 3, 226856, 4, 13838216, 3, 226856
25625929578038, 6745, 21.1323, 21.423, 11068596, 3, 13835745, 3, 251559, 4, 251559
25643932040469, 6746, 17.8738, 21.4235, 907668, 3, 226917, 4, 13841937, 3, 226917
25655056513195, 6747, 17.4992, 21.4238, 680862, 3, 226954, 4, 13844194, 3, 226954
25660767260062, 6748, 16.971, 21.4239, 453946, 3, 226973, 4, 13845353, 3, 226973
25662866584223, 6749, 16.068, 21.424, 226980, 3, 226980, 4, 13845780, 3, 226980
25663391428686, 6750, 16.068, 21.424, 226982, 3, 13845902, 3, 226982, 4, 226982
25663857961614, 6751, 19.9488, 21.424, 4462770, 3, 13846030, 3, 228860, 4, 114430
25664965994636, 6752, 16.9711, 21.424, 453978, 3, 13846329, 3, 226989, 4, 226989
25669278074525, 6753, 17.4995, 21.4241, 681024, 3, 13847488, 3, 227008, 4, 227008
25677604366534, 6754, 17.8745, 21.4243, 908180, 3, 13849745, 3, 227045, 4, 227045
25691310692848, 6755, 18.1656, 21.4247, 1135530, 3, 13853466, 3, 227106, 4, 227106
25709744701946, 6756, 20.3468, 21.4251, 6056960, 3, 227136, 4, 14233856, 3, 75712
25711846029833, 6757, 18.4037, 21.4252, 1363182, 3, 13859017, 3, 227197, 4, 227197
25718201609240, 6758, 21.2719, 21.4254, 12320648, 3, 3723, 6, 1241, 7, 1241
25735013754493, 6759, 20.9047, 21.4258, 9294380, 3, 227220, 4, 15137180, 3, 10820
25740492482996, 6760, 18.6052, 21.4259, 1591268, 3, 13866764, 3, 227324, 4, 227324
25751291046022, 6761, 21.3064, 21.4262, 12651586, 3, 227274, 4, 16742518, 3, 75758
25765480837076, 6762, 21.0918, 21.4266, 187480, 4, 13873520, 3, 15748320, 3, 187480
25771083338994, 6763, 20.5882, 21.4267, 7290270, 3, 13875030, 3, 235170, 4, 235170
25778607866441, 6764, 18.7802, 21.4269, 1819944, 3, 13877073, 3, 227493, 4, 227493
25827657423697, 6765, 18.9349, 21.4281, 2049390, 3, 13890310, 3, 227710, 4, 227710
25854272087468, 6766, 20.2882, 21.4288, 5790625, 3, 13897500, 3, 231625, 4, 231625
25873642808652, 6767, 20.0992, 21.4293, 5008960, 3, 227680, 4, 14116160, 3, 227680
25873759918561, 6768, 21.1956, 21.4293, 199017, 4, 13902759, 3, 16205670, 3, 28431
25888924233247, 6769, 19.0737, 21.4297, 2279810, 3, 13906841, 3, 227981, 4, 227981
25903386263524, 6770, 20.471, 21.4301, 6663129, 3, 13910743, 3, 233794, 4, 116897
25960985181861, 6771, 20.7425, 21.4315, 8206884, 3, 227969, 4, 14817985, 3, 227969
25963855626454, 6772, 19.1998, 21.4316, 2511432, 3, 13927032, 3, 228312, 4, 228312
25999109415564, 6773, 20.4158, 21.4325, 6386660, 3, 228095, 4, 14369985, 3, 228095
26001574738592, 6774, 20.9381, 21.4325, 9535968, 3, 13937184, 3, 244512, 4, 244512
26023933070483, 6775, 20.848, 21.4331, 8898903, 3, 228177, 4, 15059682, 3, 228177
26053906030208, 6776, 19.3154, 21.4338, 2744508, 3, 13951249, 3, 228709, 4, 228709
26139503118265, 6777, 20.6522, 21.436, 145565, 4, 13974240, 3, 14702065, 3, 145565
26160456066179, 6778, 19.4223, 21.4365, 2979314, 3, 13979858, 3, 229178, 4, 229178
26167216518263, 6779, 21.1282, 21.4367, 11033737, 3, 13981682, 3, 252681, 4, 84227
26173749630576, 6780, 21.062, 21.4368, 10487568, 3, 13983424, 3, 249704, 4, 249704
26190238784513, 6781, 20.8653, 21.4373, 164563, 4, 13987855, 3, 15139796, 3, 164563
26223586385156, 6782, 21.0306, 21.4381, 180993, 4, 13996792, 3, 15625729, 3, 60331
26244204443650, 6783, 21.2294, 21.4386, 202932, 4, 14002308, 3, 16437492, 3, 202932
26272747752790, 6784, 20.1035, 21.4393, 106136, 4, 14009952, 3, 14222224, 3, 106136
26285014860725, 6785, 19.522, 21.4396, 3216150, 3, 14013225, 3, 229725, 4, 229725
26289968987851, 6786, 20.3502, 21.4397, 6072976, 3, 14014560, 3, 233576, 4, 233576
26294443965749, 6787, 20.0465, 21.4399, 4810407, 3, 229067, 4, 14202154, 3, 229067
26296273909905, 6788, 20.7696, 21.4399, 155736, 4, 14016240, 3, 14950656, 3, 155736
26319829063316, 6789, 20.8191, 21.4405, 8703648, 3, 14022544, 3, 241768, 4, 241768
26325967756672, 6790, 20.5194, 21.4406, 134848, 4, 14024192, 3, 14563584, 3, 134848
26349702398235, 6791, 21.0113, 21.4412, 10086912, 3, 229248, 4, 15588864, 3, 229248
26388809594878, 6792, 20.5971, 21.4422, 7340032, 3, 229376, 4, 14680064, 3, 229376
26415294082293, 6793, 20.3477, 21.4428, 122157, 4, 14048055, 3, 14414526, 3, 122157
26425105292341, 6794, 20.646, 21.4431, 7620704, 3, 14050673, 3, 238147, 4, 238147
26429007354342, 6795, 19.6155, 21.4432, 3455340, 3, 14051716, 3, 230356, 4, 230356
26440900245278, 6796, 20.2674, 21.4435, 116640, 4, 19440, 5, 233280, 4, 19440
26442616889028, 6797, 21.4386, 21.4435, 14002672, 3, 229552, 4, 17675504, 3, 229552
26443860010930, 6798, 20.0193, 21.4436, 4710969, 3, 14055678, 3, 231687, 4, 77229
26444215193980, 6799, 20.9575, 21.4436, 173528, 4, 14055768, 3, 15443992, 3, 173528
26445931945577, 6800, 19.7006, 21.4436, 84169, 4, 14056223, 3, 14140392, 3, 84169
26459782694564, 6801, 21.3275, 21.4439, 12858048, 3, 229608, 4, 16990992, 3, 229608
Elapsed time: 25119.6 seconds
26518185905347, 6802, 17.4021, 21.4454, 631961, 3, 14075495, 3, 229804, 4, 57451
26518423026541, 6803, 19.1901, 21.4454, 2492945, 3, 14075551, 3, 230118, 4, 38353
26541599331897, 6804, 19.75, 21.446, 3831250, 3, 229875, 4, 14175625, 3, 76625
26594096559050, 6805, 19.7036, 21.4473, 3697232, 3, 14095697, 3, 231077, 4, 231077
26625379985123, 6806, 19.477, 21.448, 3106998, 3, 230148, 4, 14154102, 3, 115074
26628049336355, 6807, 20.5882, 21.4481, 7290080, 3, 14104720, 3, 237720, 4, 79240
26645988324591, 6808, 21.2676, 21.4485, 12280489, 3, 14109498, 3, 261287, 4, 261287
26680739772625, 6809, 18.6829, 21.4494, 1689072, 3, 230328, 4, 14126784, 3, 76776
26680739780784, 6810, 19.9901, 21.4494, 4606560, 3, 230328, 4, 14280336, 3, 230328
26691856548658, 6811, 20.3813, 21.4497, 6219828, 3, 230364, 4, 14512932, 3, 230364
26707675280345, 6812, 21.3478, 21.45, 13059774, 3, 14125878, 3, 266526, 4, 266526
26730874648590, 6813, 21.1243, 21.4506, 11000990, 3, 14132041, 3, 253869, 4, 84623
26764561034613, 6814, 20.4111, 21.4514, 6363441, 3, 14140980, 3, 235683, 4, 235683
26775278294281, 6815, 21.4049, 21.4517, 224505, 4, 14143815, 3, 17511390, 3, 224505
26781767765671, 6816, 19.7872, 21.4519, 3942198, 3, 14145534, 3, 231894, 4, 231894
26803323076203, 6817, 16.7548, 21.4524, 384545, 3, 14151256, 3, 230727, 4, 76909
26809447140940, 6818, 21.2991, 21.4525, 211237, 4, 14152879, 3, 16898960, 3, 211237
26845811076691, 6819, 21.192, 21.4534, 11587500, 3, 14162500, 3, 257500, 4, 257500
26880756033743, 6820, 21.0448, 21.4543, 182469, 4, 14171759, 3, 15813980, 3, 60823
26894541137901, 6821, 20.8752, 21.4546, 9086826, 3, 231021, 4, 15324393, 3, 77007
26941586318913, 6822, 21.0801, 21.4557, 10633958, 3, 231173, 4, 15950937, 3, 231173
26975891037119, 6823, 21.3571, 21.4566, 218414, 4, 14196910, 3, 17254706, 3, 218414
26993640332356, 6824, 19.8668, 21.457, 4190634, 3, 14201593, 3, 232813, 4, 232813
27002784488709, 6825, 20.9958, 21.4572, 9967720, 3, 14204001, 3, 249193, 4, 249193
27023478580598, 6826, 21.4324, 21.4577, 13936209, 3, 14209468, 3, 273259, 4, 273259
27033289916714, 6827, 19.9297, 21.458, 4397911, 3, 231469, 4, 14351078, 3, 231469
27035384828462, 6828, 20.9354, 21.458, 9516276, 3, 14212620, 3, 247176, 4, 123588
27059381100253, 6829, 21.2911, 21.4586, 12503862, 3, 231553, 4, 16903369, 3, 231553
27083927206914, 6830, 19.1802, 21.4592, 2473984, 3, 14225408, 3, 231936, 4, 77312
27105315385495, 6831, 19.0759, 21.4597, 6534, 5, 14231052, 3, 19602, 5, 6534
27120593009863, 6832, 20.7273, 21.4601, 8111250, 3, 231750, 4, 15063750, 3, 231750
27130354511795, 6833, 20.7033, 21.4603, 7963428, 3, 14237644, 3, 241316, 4, 241316
27149177998369, 6834, 20.9339, 21.4608, 9505522, 3, 231842, 4, 15533414, 3, 231842
27184034801539, 6835, 21.3485, 21.4616, 13066742, 3, 231954, 4, 17241914, 3, 77318
27193856495111, 6836, 20.8762, 21.4618, 9093305, 3, 14254370, 3, 245765, 4, 245765
27231381339603, 6837, 19.943, 21.4627, 4442960, 3, 14264240, 3, 233840, 4, 233840
27280411281680, 6838, 20.4709, 21.4639, 6662656, 3, 14277120, 3, 237952, 4, 237952
27303922079705, 6839, 20.2505, 21.4645, 5625729, 3, 14283288, 3, 235809, 4, 33687
27308429942091, 6840, 20.5725, 21.4646, 7202943, 3, 232353, 4, 14870592, 3, 232353
27317631046787, 6841, 21.1207, 21.4648, 10970289, 3, 14286888, 3, 255123, 4, 255123
27319917462821, 6842, 17.9356, 21.4649, 951762, 3, 14287497, 3, 232407, 4, 11067
27325607594718, 6843, 21.1425, 21.465, 11155584, 3, 232408, 4, 16268560, 3, 232408
27336256089863, 6844, 18.32, 21.4653, 1278431, 3, 232442, 4, 14295183, 3, 116221
27345281288917, 6845, 20.344, 21.4655, 6044246, 3, 232471, 4, 14645673, 3, 232471
27347809665310, 6846, 21.1914, 21.4655, 198539, 4, 14294808, 3, 16478737, 3, 198539
27353100069109, 6847, 19.8651, 21.4657, 4184928, 3, 232496, 4, 14414752, 3, 232496
27391932097354, 6848, 17.2938, 21.4666, 581560, 3, 14306376, 3, 232624, 4, 116312
27393137098768, 6849, 20.8393, 21.4666, 8839712, 3, 232624, 4, 15353184, 3, 232624
27398134372847, 6850, 21.2481, 21.4667, 12097280, 3, 232640, 4, 16750080, 3, 232640
27403011579678, 6851, 20.9778, 21.4669, 175574, 4, 14309281, 3, 15713873, 3, 87787
27404698930661, 6852, 19.7213, 21.4669, 85177, 4, 14309736, 3, 14394913, 3, 85177
27432543949362, 6853, 20.1572, 21.4676, 5236875, 3, 232750, 4, 14546875, 3, 116375
27472028162355, 6854, 21.468, 21.4685, 14321874, 3, 232876, 4, 18047890, 3, 116438
27478842950085, 6855, 20.1295, 21.4687, 107738, 4, 14329154, 3, 14544630, 3, 107738
27483003139341, 6856, 21.1985, 21.4688, 11645550, 3, 232911, 4, 16536681, 3, 232911
27496760786235, 6857, 20.0162, 21.4691, 4699620, 3, 14333841, 3, 234981, 4, 234981
27519149312151, 6858, 20.5882, 21.4696, 7290010, 3, 14339690, 3, 240330, 4, 80110
27551576553904, 6859, 21.0588, 21.4704, 183951, 4, 14348178, 3, 16003737, 3, 183951
27580569221112, 6860, 21.1225, 21.4711, 190818, 4, 233222, 4, 21202, 5, 21202
27587393687946, 6861, 20.7432, 21.4712, 919, 7, 14357537, 3, 15202098, 3, 919
27604496352358, 6862, 21.0488, 21.4716, 10381761, 3, 233298, 4, 15980913, 3, 116649
27641278411771, 6863, 19.7957, 21.4725, 3968055, 3, 233415, 4, 14471730, 3, 233415
27660456235721, 6864, 19.1699, 21.473, 2454543, 3, 14376609, 3, 233766, 4, 116883
27698540285685, 6865, 21.418, 21.4739, 13782223, 3, 233597, 4, 17753372, 3, 233597
27704527251475, 6866, 20.4156, 21.474, 6385504, 3, 233616, 4, 14795680, 3, 77872
27780531943479, 6867, 20.6873, 21.4758, 148535, 4, 14407895, 3, 15150570, 3, 148535
27788716161226, 6868, 20.9023, 21.476, 9277359, 3, 233883, 4, 15592200, 3, 77961
27791564612584, 6869, 20.0867, 21.4761, 4961082, 3, 14410762, 3, 236242, 4, 236242
27805945642539, 6870, 20.3774, 21.4764, 124263, 4, 14414508, 3, 14787297, 3, 124263
27822273436944, 6871, 21.1355, 21.4768, 192250, 4, 14418750, 3, 16341250, 3, 192250
27828216836319, 6872, 20.6433, 21.4769, 7605260, 3, 234008, 4, 15093516, 3, 117004
27839927115090, 6873, 20.5299, 21.4772, 6971281, 3, 14423340, 3, 240389, 4, 240389
27842713651385, 6874, 18.7618, 21.4773, 1794414, 3, 234054, 4, 14433330, 3, 78018
27855585155359, 6875, 20.552, 21.4776, 137404, 4, 14427420, 3, 14977036, 3, 137404
27889733737995, 6876, 20.7602, 21.4784, 8319222, 3, 14436297, 3, 244683, 4, 244683
27899032310573, 6877, 19.7213, 21.4786, 3747712, 3, 234232, 4, 14522384, 3, 234232
27924321475613, 6878, 21.3694, 21.4792, 13277680, 3, 234312, 4, 17495296, 3, 78104
27928211086565, 6879, 21.1172, 21.4793, 10941568, 3, 14446289, 3, 256443, 4, 85481
27932709381092, 6880, 19.0938, 21.4794, 6588, 5, 19764, 5, 14467248, 3, 6588
27959177943804, 6881, 20.3038, 21.48, 5860550, 3, 234422, 4, 14768586, 3, 234422
27985948318379, 6882, 16.4853, 21.4806, 312676, 3, 14461265, 3, 234507, 4, 78169
28020664233649, 6883, 20.5602, 21.4814, 12943, 5, 14470274, 3, 15026823, 3, 12943
28034613009493, 6884, 20.9043, 21.4818, 168301, 4, 14473886, 3, 15651993, 3, 168301
28038997954295, 6885, 21.3284, 21.4819, 12866688, 3, 14475024, 3, 268056, 4, 268056
28051609916216, 6886, 20.8067, 21.4822, 159102, 4, 14478282, 3, 15432894, 3, 159102
28075572835597, 6887, 21.0534, 21.4827, 10418674, 3, 14484498, 3, 254114, 4, 254114
28117596478935, 6888, 20.155, 21.4837, 5227838, 3, 14495369, 3, 237629, 4, 237629
28118817346893, 6889, 21.0132, 21.4837, 10101775, 3, 234925, 4, 15974900, 3, 234925
28127726670041, 6890, 19.6412, 21.4839, 3524295, 3, 234953, 4, 14567086, 3, 234953
28131935719314, 6891, 20.9331, 21.484, 9499392, 3, 14499072, 3, 249984, 4, 249984
28151344159583, 6892, 21.2517, 21.4845, 12130706, 3, 14504105, 3, 263711, 4, 263711
28188534695076, 6893, 20.5454, 21.4853, 7054320, 3, 235144, 4, 15049216, 3, 235144
28195376699701, 6894, 21.4096, 21.4855, 13693850, 3, 14515481, 3, 273877, 4, 273877
28236335299600, 6895, 21.0728, 21.4864, 185439, 4, 14526055, 3, 16195006, 3, 61813
28244953500376, 6896, 20.7094, 21.4866, 8000914, 3, 235321, 4, 15295865, 3, 235321
28248314726069, 6897, 19.1593, 21.4867, 2434616, 3, 14529160, 3, 235608, 4, 78536
28290907568495, 6898, 17.1723, 21.4877, 529803, 3, 14540149, 3, 235468, 4, 58867
28328867998914, 6899, 19.5548, 21.4886, 3298176, 3, 235584, 4, 14606208, 3, 235584
28329174358442, 6900, 20.3251, 21.4886, 5956935, 3, 235585, 4, 14875510, 3, 33655
28359075362171, 6901, 20.7337, 21.4893, 152551, 4, 14557724, 3, 15364065, 3, 21793
Elapsed time: 26890.7 seconds
28390521758409, 6902, 20.9981, 21.49, 177632, 4, 14565824, 3, 15986880, 3, 177632
28392300600760, 6903, 19.7418, 21.49, 86191, 4, 14566279, 3, 14652470, 3, 86191
28445599692817, 6904, 20.5882, 21.4913, 2700, 6, 14580000, 3, 243000, 4, 2700
28454437842722, 6905, 21.0337, 21.4915, 181307, 4, 14582263, 3, 16110422, 3, 25901
28468006671884, 6906, 21.2753, 21.4918, 208368, 4, 14585760, 3, 17086176, 3, 208368
28476848302141, 6907, 20.2212, 21.492, 5500404, 3, 14588028, 3, 239148, 4, 239148
28503934583074, 6908, 19.4613, 21.4926, 3069703, 3, 236131, 4, 14640122, 3, 236131
28533497241257, 6909, 20.2606, 21.4933, 5669352, 3, 236223, 4, 14882049, 3, 236223
28542103030338, 6910, 21.1793, 21.4935, 11475200, 3, 14604800, 3, 260800, 4, 260800
28563563580804, 6911, 21.114, 21.494, 10914761, 3, 14610310, 3, 257829, 4, 85943
28591614403387, 6912, 20.0127, 21.4946, 4687137, 3, 14617512, 3, 238329, 4, 79443
28613936434480, 6913, 21.4951, 21.4951, 14623232, 3, 14623232, 3, 281216, 4, 281216
28654600985945, 6914, 19.3596, 21.4961, 2839200, 3, 236600, 4, 14669200, 3, 236600
28680970215437, 6915, 21.3901, 21.4967, 13490874, 3, 236682, 4, 17751150, 3, 236682
28681648386340, 6916, 15.6841, 21.4967, 169060, 3, 236684, 4, 14640596, 3, 33812
28702301757560, 6917, 21.4933, 21.4971, 236224, 4, 14645888, 3, 18425472, 3, 236224
28706611422483, 6918, 20.8169, 21.4972, 8688890, 3, 14646986, 3, 248254, 4, 248254
28707104857350, 6919, 20.9291, 21.4973, 9470520, 3, 236763, 4, 15863121, 3, 236763
28730783151970, 6920, 20.1553, 21.4978, 109352, 4, 14653168, 3, 14871872, 3, 109352
28732819455498, 6921, 20.828, 21.4978, 8763191, 3, 236843, 4, 15631638, 3, 236843
28740402235578, 6922, 20.4707, 21.498, 6661655, 3, 14655641, 3, 242242, 4, 121121
28740402686464, 6923, 21.1906, 21.498, 17303, 5, 14655641, 3, 16749304, 3, 17303
28748668835053, 6924, 20.4495, 21.4982, 6554012, 3, 236892, 4, 15082124, 3, 78964
28778666938921, 6925, 19.8408, 21.4989, 4107740, 3, 236985, 4, 14772065, 3, 78995
28782492108862, 6926, 19.2484, 21.499, 2606967, 3, 236997, 4, 14693814, 3, 236997
28847655526509, 6927, 19.1483, 21.5005, 2414197, 3, 14683067, 3, 237462, 4, 39577
28864220751641, 6928, 18.409, 21.5008, 1368750, 3, 237250, 4, 14691250, 3, 18250
28871318275482, 6929, 20.2856, 21.501, 5779320, 3, 14689105, 3, 240805, 4, 240805
28872655924282, 6930, 21.501, 21.501, 237276, 4, 237276, 4, 18507528, 3, 237276
28889441024281, 6931, 19.126, 21.5014, 2373280, 3, 237328, 4, 14714336, 3, 237328
28893644830677, 6932, 19.9364, 21.5015, 4420390, 3, 14694810, 3, 238940, 4, 119470
28900076821168, 6933, 17.4165, 21.5016, 638976, 3, 14696448, 3, 19968, 5, 19968
28907557860207, 6934, 21.086, 21.5018, 10682280, 3, 237384, 4, 16379496, 3, 237384
28935161755324, 6935, 21.0867, 21.5024, 186933, 4, 14705396, 3, 16387793, 3, 62311
28977134536834, 6936, 18.9903, 21.5034, 2138391, 3, 237599, 4, 14731138, 3, 237599
29027711845723, 6937, 20.5156, 21.5045, 6894895, 3, 237755, 4, 15216320, 3, 237755
29047492895129, 6938, 18.838, 21.505, 1902528, 3, 237816, 4, 14744592, 3, 237816
29068273743974, 6939, 20.2143, 21.5054, 5471240, 3, 237880, 4, 14986440, 3, 237880
29100301191593, 6940, 20.6458, 21.5062, 7619521, 3, 14747460, 3, 245791, 4, 245791
29102350555252, 6941, 18.6649, 21.5062, 1665895, 3, 237985, 4, 14755070, 3, 237985
29136311411663, 6942, 21.3459, 21.507, 217009, 4, 14756612, 3, 17577729, 3, 217009
29137802773549, 6943, 20.9899, 21.507, 9922809, 3, 14756998, 3, 254431, 4, 254431
29143636539155, 6944, 18.4648, 21.5071, 1428672, 3, 238112, 4, 14762944, 3, 238112
29173218291910, 6945, 18.2278, 21.5078, 1191015, 3, 238203, 4, 14768586, 3, 238203
29180858992860, 6946, 21.4829, 21.508, 14486641, 3, 14767935, 3, 281294, 4, 140647
29193103301143, 6947, 17.9374, 21.5082, 953056, 3, 238264, 4, 14772368, 3, 238264
29205167429741, 6948, 17.5627, 21.5085, 714903, 3, 238301, 4, 14774662, 3, 238301
29210825170588, 6949, 19.957, 21.5086, 4490942, 3, 14775542, 3, 239974, 4, 34282
29211319033686, 6950, 17.0346, 21.5086, 476640, 3, 238320, 4, 14775840, 3, 238320
29213621191297, 6951, 16.1315, 21.5087, 238327, 3, 238327, 4, 14776274, 3, 238327
29214181189392, 6952, 16.1315, 21.5087, 238329, 3, 14776398, 3, 238329, 4, 238329
29215861216093, 6953, 17.0347, 21.5087, 476672, 3, 14776832, 3, 238336, 4, 238336
29217665743124, 6954, 21.4537, 21.5088, 230895, 4, 14777280, 3, 18240705, 3, 230895
29220524321457, 6955, 17.563, 21.5088, 715065, 3, 14778010, 3, 238355, 4, 238355
29224503228537, 6956, 21.1111, 21.5089, 10889802, 3, 14779017, 3, 259281, 4, 259281
29229540454820, 6957, 17.9381, 21.5091, 953568, 3, 14780304, 3, 238392, 4, 238392
29244471866200, 6958, 18.2291, 21.5094, 1192265, 3, 14784086, 3, 238453, 4, 238453
29254231087051, 6959, 20.8441, 21.5096, 8871936, 3, 14786560, 3, 1216, 7, 1216
29257029186369, 6960, 20.4068, 21.5097, 126387, 4, 14787279, 3, 15166440, 3, 126387
29263065598151, 6961, 21.4473, 21.5098, 230048, 4, 14788800, 3, 18206656, 3, 32864
29266677623858, 6962, 18.4672, 21.5099, 1431264, 3, 14789728, 3, 238544, 4, 238544
29294448626265, 6963, 20.9311, 21.5105, 9485100, 3, 14796756, 3, 252936, 4, 126468
29297743243435, 6964, 18.6687, 21.5106, 1670697, 3, 14797602, 3, 238671, 4, 238671
29303160683403, 6965, 20.3485, 21.5107, 6065150, 3, 14798966, 3, 242606, 4, 242606
29331326974097, 6966, 20.689, 21.5113, 7876704, 3, 238688, 4, 15514720, 3, 238688
29339116971374, 6967, 18.8436, 21.5115, 1910720, 3, 14808080, 3, 238840, 4, 238840
29375407284453, 6968, 21.4049, 21.5123, 224504, 4, 14817264, 3, 17960320, 3, 224504
29383881763471, 6969, 21.3555, 21.5125, 13136695, 3, 238849, 4, 17674826, 3, 238849
29392236542618, 6970, 18.9982, 21.5127, 2151513, 3, 14821534, 3, 239057, 4, 239057
29407587939481, 6971, 21.0182, 21.513, 179702, 4, 14825415, 3, 16263031, 3, 89851
29408774084961, 6972, 20.5882, 21.513, 7289990, 3, 14825710, 3, 245730, 4, 81910
29409398381659, 6973, 19.7623, 21.5131, 87211, 4, 14825870, 3, 14913081, 3, 87211
29454228486033, 6974, 21.4108, 21.5141, 13706336, 3, 239064, 4, 18009488, 3, 79688
29458535691010, 6975, 20.5843, 21.5142, 139984, 4, 14838304, 3, 15398240, 3, 139984
29458660655400, 6976, 19.137, 21.5142, 2393280, 3, 14838336, 3, 239328, 4, 239328
29491215102584, 6977, 21.1525, 21.5149, 11241319, 3, 239177, 4, 16742390, 3, 239177
29506521985135, 6978, 20.7221, 21.5152, 151535, 4, 14850430, 3, 15608105, 3, 151535
29528959984248, 6979, 21.3891, 21.5157, 13480537, 3, 14856102, 3, 275113, 4, 275113
29530961837319, 6980, 20.6127, 21.5158, 7428297, 3, 14856594, 3, 20577, 5, 20577
